Age,Revenu_annuel_k€,Heures_travail_semaine,Satisfaction,Distance_domicile_km,Niveau_education,Etat_sante,Genre,Type_logement,Region
34.0,,38.0,65.0,1.4,Primaire,Moyen,Femme,Maison,Nord
44.0,52.263349188574736,34.0,18.1,2.0,Supérieur,Bon,Homme,Maison,Sud
,92.28106650703877,29.0,37.4,15.7,Primaire,Moyen,Homme,Appartement,Est
35.0,40.306480701227926,21.0,17.0,3.2,Primaire,Moyen,,Appartement,Sud
41.0,74.549180623097,37.0,39.3,29.6,Secondaire,Bon,Homme,Maison,Sud
23.0,59.59369881095227,26.0,56.7,16.6,Primaire,Mauvais,Homme,Maison,Nord
30.0,,47.0,,11.5,Secondaire,Mauvais,Femme,Appartement,
35.0,23.68618219073054,40.0,59.7,12.7,Primaire,Moyen,Homme,Maison,Sud
27.0,29.338298990890195,55.0,50.7,0.5,Supérieur,Mauvais,Homme,Maison,Sud
55.0,,42.0,,8.4,Secondaire,Bon,,Studio,Sud
29.0,84.68799053673914,32.0,15.2,28.3,Secondaire,,Homme,Maison,Nord
49.0,51.82879806420452,21.0,26.0,0.4,Primaire,Bon,Homme,Appartement,Nord
42.0,52.877635252422465,48.0,20.9,3.4,Primaire,Bon,Femme,,Sud
40.0,65.52906866312973,27.0,71.0,0.5,Secondaire,Moyen,Homme,Appartement,Nord
57.0,51.4660405870637,,82.2,8.4,Primaire,Moyen,Homme,,Sud
18.0,71.99400075940645,,72.3,1.2,Secondaire,Moyen,Femme,Maison,Nord
37.0,55.8324450132637,46.0,64.7,6.5,Secondaire,Bon,Femme,Studio,
27.0,52.71082627304885,43.0,31.5,12.7,Primaire,Mauvais,Homme,Studio,Nord
18.0,36.015743050117635,49.0,71.4,1.8,Supérieur,Moyen,Femme,Appartement,Ouest
25.0,31.094658410534354,49.0,60.9,,Supérieur,Bon,Homme,Appartement,Ouest
40.0,10.0,,5.6,0.6,,Moyen,Homme,Maison,Sud
31.0,,33.0,90.9,1.6,Supérieur,Mauvais,Homme,Appartement,Sud
,47.06785889555349,36.0,8.9,3.3,Supérieur,Moyen,Homme,Appartement,Ouest
37.0,41.99205310528438,30.0,,15.9,Primaire,Moyen,Homme,Maison,Est
36.0,10.965854072291336,39.0,51.8,19.0,Primaire,,,Maison,Ouest
36.0,37.19774468455296,38.0,83.9,2.5,Secondaire,Bon,Femme,Maison,
38.0,34.56627083434209,22.0,91.4,1.0,Secondaire,Moyen,,Appartement,Ouest
34.0,34.104538255384504,,94.0,18.8,Secondaire,Moyen,Homme,Maison,Sud
29.0,56.65672286305256,54.0,57.4,10.5,,Moyen,Femme,Maison,
51.0,52.44497106392007,42.0,68.2,1.7,Secondaire,Bon,Femme,Appartement,Nord
32.0,22.774081327605895,47.0,9.8,8.2,Secondaire,Bon,Homme,Maison,Est
35.0,24.04317800185335,38.0,49.3,20.6,Primaire,Moyen,Homme,Appartement,
45.0,24.00642895339268,21.0,89.9,0.7,Supérieur,Moyen,Homme,Maison,Sud
43.0,86.21052175134353,38.0,46.1,0.9,Supérieur,Bon,Homme,Maison,Nord
29.0,79.85445257383259,50.0,7.9,3.2,Supérieur,Moyen,Homme,Appartement,Est
49.0,32.954020018008045,,20.9,10.6,Primaire,Moyen,Femme,Maison,Sud
46.0,,47.0,43.5,2.0,Primaire,Moyen,Homme,,
42.0,52.560884860250404,,24.5,16.9,Secondaire,Mauvais,,Maison,Est
,,40.0,39.8,,Supérieur,Moyen,,,Sud
35.0,56.33833973976796,45.0,34.0,8.2,Supérieur,Bon,Femme,Maison,Nord
37.0,,36.0,32.6,1.2,Secondaire,Moyen,Femme,Studio,Ouest
25.0,59.03407906791884,60.0,10.0,44.4,Primaire,Moyen,,Appartement,Nord
39.0,27.671209369994934,35.0,88.4,6.7,Supérieur,Mauvais,Femme,Appartement,Ouest
50.0,55.88082174328035,34.0,69.6,,Supérieur,,Homme,Maison,Ouest
50.0,67.07647150671309,42.0,62.7,54.2,Supérieur,Mauvais,Homme,Maison,Est
35.0,35.51996553993254,32.0,61.0,19.9,Secondaire,Mauvais,Femme,Maison,Est
,55.99912937511717,25.0,40.3,6.1,Secondaire,Moyen,Femme,Appartement,Sud
62.0,,29.0,82.5,5.4,Secondaire,,Homme,,Ouest
36.0,89.92339441882459,47.0,93.1,,Supérieur,Moyen,Femme,Maison,Sud
48.0,23.4634572226596,36.0,1.6,26.1,,Bon,Femme,Maison,Est
18.0,73.11897873057202,57.0,8.8,18.6,,Moyen,Femme,Maison,
24.0,16.583744771494615,35.0,67.8,3.7,Secondaire,Bon,Homme,Appartement,Ouest
41.0,85.86105370433216,47.0,24.4,14.0,Supérieur,Moyen,Femme,Appartement,Ouest
27.0,27.16901865151181,45.0,,14.4,Secondaire,Moyen,Homme,Appartement,Est
64.0,53.79343087978672,35.0,67.1,,Secondaire,Moyen,Homme,,Sud
47.0,17.4161362660639,31.0,37.5,9.5,Supérieur,Mauvais,,Appartement,Nord
51.0,23.000377659565782,,42.1,2.9,,Mauvais,Femme,Studio,Sud
39.0,67.95494095249244,45.0,69.4,15.6,Primaire,Mauvais,Femme,Maison,
27.0,70.56324622938942,51.0,15.0,1.7,Supérieur,Moyen,Homme,Maison,Est
33.0,54.78717864735294,24.0,88.5,11.1,Secondaire,Moyen,Femme,,Est
43.0,64.82163330980482,,1.5,3.9,Supérieur,Moyen,Homme,Appartement,
32.0,70.89757485307945,33.0,97.9,,Supérieur,Moyen,Homme,Appartement,Sud
48.0,36.31646272401372,45.0,17.6,1.3,Secondaire,Moyen,Femme,Appartement,Ouest
48.0,22.020771313663708,36.0,,10.6,Supérieur,Bon,Homme,Maison,Sud
40.0,49.72593227594411,53.0,5.0,2.7,Secondaire,Mauvais,Homme,Appartement,Nord
18.0,,36.0,43.7,10.0,Secondaire,Moyen,Femme,Maison,Est
60.0,,27.0,63.4,5.4,Primaire,Bon,Femme,,Ouest
37.0,60.96057224175853,35.0,8.0,11.8,Primaire,Moyen,Homme,Appartement,Sud
72.0,36.36698418861438,36.0,44.9,6.8,Supérieur,,Homme,Appartement,Sud
47.0,64.08217085932887,45.0,31.0,3.7,Supérieur,Bon,Homme,Maison,Ouest
37.0,63.08276751902616,36.0,50.3,1.6,Secondaire,Moyen,Homme,Maison,Ouest
45.0,64.46635157778039,44.0,,4.2,Secondaire,Moyen,,Studio,
18.0,,32.0,78.7,10.1,Secondaire,Moyen,Femme,Maison,Sud
52.0,,37.0,13.2,13.5,Supérieur,Moyen,Homme,Appartement,Est
70.0,60.40004561350386,32.0,,1.7,Primaire,Bon,,,Ouest
18.0,62.80369289513121,,40.8,10.9,Primaire,Mauvais,Femme,Appartement,
36.0,83.55577126177053,52.0,88.9,2.0,Supérieur,Moyen,Femme,,Sud
38.0,56.555483798508234,32.0,85.7,2.5,Supérieur,,Homme,Maison,Est
50.0,,36.0,,7.6,Primaire,Moyen,Femme,Appartement,Sud
,27.790909380010717,50.0,89.0,3.4,Supérieur,Moyen,Femme,Appartement,Nord
44.0,72.55872319987644,47.0,80.7,10.8,,Bon,Homme,Appartement,Nord
65.0,57.146153520708964,56.0,,31.2,Primaire,Bon,Homme,Studio,Est
,83.40043976640449,44.0,17.8,1.6,,Moyen,Homme,Maison,Sud
45.0,,,30.8,8.5,,Moyen,Femme,Appartement,Ouest
43.0,,60.0,23.5,,Primaire,Mauvais,,Studio,Nord
54.0,44.777253291587435,,,1.9,Secondaire,Moyen,Femme,Studio,Sud
34.0,42.929580102376576,38.0,58.9,4.6,,Mauvais,Femme,Maison,Ouest
49.0,34.70384319702818,40.0,60.2,1.3,,Bon,Homme,Maison,Est
25.0,67.99142027770286,,,10.3,Secondaire,,Femme,Appartement,Sud
36.0,62.270723545664495,37.0,79.4,11.1,,Bon,Homme,Appartement,Ouest
32.0,27.15235949921119,26.0,43.9,10.9,,Moyen,Femme,Appartement,Est
41.0,,56.0,47.8,7.8,Primaire,Bon,Femme,Studio,Est
,,39.0,99.7,13.7,Secondaire,Moyen,Femme,Maison,Ouest
53.0,53.56021051851813,41.0,28.9,0.4,Primaire,Bon,Homme,,Nord
29.0,72.15680600053878,60.0,40.0,,Secondaire,Moyen,,,Sud
19.0,44.19922912221635,33.0,68.0,2.5,Primaire,Bon,Homme,Maison,
23.0,10.0,46.0,88.2,1.3,Supérieur,Bon,Homme,Maison,Sud
,53.73435121536473,32.0,13.6,28.3,Secondaire,Bon,Homme,Appartement,Ouest
28.0,53.6125153881016,43.0,73.8,17.7,,Moyen,Homme,Maison,Nord
44.0,56.22372993408709,42.0,,14.5,Supérieur,Moyen,Homme,,Sud
36.0,72.13958195935402,47.0,42.9,1.1,,Moyen,Homme,Appartement,Sud
49.0,,52.0,29.4,16.5,Secondaire,Mauvais,Homme,Maison,
37.0,45.23033391334679,,68.1,9.4,Secondaire,Bon,Femme,Appartement,
73.0,31.546843839968975,54.0,25.4,13.2,Primaire,Moyen,Homme,Maison,Nord
,25.839392237630303,,39.0,38.2,Supérieur,Moyen,Homme,Appartement,Ouest
36.0,48.55402000874215,37.0,89.8,,Primaire,Moyen,Homme,Studio,Ouest
34.0,64.0364406056135,39.0,59.4,7.0,Secondaire,Mauvais,,Maison,Sud
77.0,56.01893209718318,35.0,10.4,14.0,Secondaire,Mauvais,Femme,Appartement,
27.0,36.24955155008479,,33.6,5.7,Supérieur,Moyen,,Maison,Sud
39.0,47.09056800912563,27.0,63.1,0.6,,Mauvais,Femme,Appartement,Ouest
40.0,68.59792889259232,47.0,48.7,1.2,Secondaire,Moyen,Homme,Maison,
,63.66258490120045,20.0,66.4,,Supérieur,,Femme,Appartement,Ouest
19.0,38.94459973546741,33.0,76.4,3.4,,Bon,Homme,Appartement,Ouest
,37.65007248672045,39.0,48.6,1.5,Primaire,Bon,Homme,,
28.0,15.670316788020052,52.0,,4.2,Primaire,Moyen,Femme,Appartement,Sud
57.0,,34.0,91.6,2.2,Primaire,Moyen,Homme,,
22.0,15.284221391229671,44.0,6.9,0.2,Primaire,Mauvais,Femme,Appartement,
40.0,91.3413937477223,39.0,27.4,1.6,Secondaire,Bon,Femme,Maison,Est
18.0,,49.0,30.8,21.5,Supérieur,Moyen,Homme,,
18.0,72.17961710626435,43.0,19.2,,,Moyen,Homme,Appartement,
29.0,,48.0,31.9,,Secondaire,Bon,Homme,Appartement,Sud
31.0,54.32402817055977,,43.1,14.0,Primaire,Bon,Homme,Appartement,Sud
57.0,47.99971487226187,29.0,6.1,8.3,Supérieur,Bon,,Studio,Est
39.0,23.55269487889835,43.0,,2.3,Supérieur,,Femme,,Nord
55.0,39.90799756702449,,10.5,21.0,Secondaire,Bon,,,Sud
35.0,82.07930095738053,40.0,5.6,6.4,Primaire,Bon,Femme,Appartement,Nord
47.0,57.02505259244538,43.0,48.7,1.9,Supérieur,Moyen,Femme,Appartement,Ouest
31.0,50.56696414917675,52.0,34.0,5.6,Primaire,Bon,Homme,Maison,Ouest
30.0,,47.0,93.6,2.2,Primaire,,Femme,Studio,Nord
18.0,63.92581096911432,33.0,11.2,4.7,Supérieur,Moyen,Homme,Maison,Est
44.0,47.042537044404746,28.0,92.7,6.9,Secondaire,,Homme,Appartement,Est
43.0,54.32511671347194,57.0,9.6,4.5,Primaire,Moyen,Homme,Maison,Ouest
49.0,34.63869925137385,24.0,62.3,10.7,Secondaire,Moyen,Femme,Appartement,Est
,38.77918707272828,35.0,,27.5,Supérieur,Bon,Homme,,Nord
64.0,45.87402741482683,46.0,,4.3,Supérieur,Mauvais,Homme,Studio,Sud
42.0,61.149421247473796,56.0,7.1,4.4,Primaire,,Femme,Studio,Nord
51.0,25.05274054619909,38.0,95.3,13.4,,,Femme,,Ouest
36.0,51.52480660845457,40.0,5.7,,Secondaire,Mauvais,Homme,Maison,Est
29.0,42.20275679873871,31.0,24.9,5.6,Supérieur,Bon,Homme,Maison,Ouest
48.0,31.981415630675908,41.0,47.0,16.8,Primaire,Moyen,Femme,Appartement,Sud
,42.31016901016691,28.0,,22.2,Secondaire,Bon,Homme,Maison,
49.0,,32.0,95.2,8.9,Primaire,Moyen,Femme,Maison,Ouest
44.0,34.848226519432416,47.0,43.4,,Primaire,Bon,Homme,Appartement,Ouest
30.0,,35.0,,6.3,,Moyen,Femme,Appartement,Nord
52.0,,49.0,73.0,7.0,,Mauvais,Femme,Appartement,
29.0,10.0,38.0,57.5,5.7,Supérieur,,Femme,Studio,Nord
47.0,,26.0,69.4,3.0,Secondaire,Mauvais,Homme,Maison,Ouest
55.0,68.18846592813726,51.0,4.8,6.4,Primaire,Bon,Homme,Maison,Ouest
35.0,47.654072555402024,26.0,44.7,,Supérieur,Bon,Femme,Appartement,Nord
53.0,59.975837468087526,33.0,,2.4,Secondaire,Mauvais,,Maison,
44.0,39.74538887197514,38.0,47.9,23.4,Secondaire,Moyen,Femme,Appartement,Sud
50.0,18.907577524482527,50.0,87.5,21.7,Supérieur,Mauvais,,Maison,Est
29.0,50.03382642571305,34.0,83.5,14.3,Secondaire,Moyen,Homme,,Est
42.0,63.60756753970438,30.0,86.5,5.1,,Moyen,Femme,Maison,Ouest
23.0,23.51223748784685,41.0,13.9,4.6,Primaire,Moyen,Homme,,Ouest
60.0,40.695454473563295,37.0,25.2,12.6,Supérieur,Bon,Femme,,Nord
,45.05767198191167,35.0,3.9,9.4,Secondaire,Mauvais,Femme,Studio,Sud
,107.0281529056989,42.0,98.3,9.2,Primaire,Moyen,Femme,Studio,Sud
28.0,54.46742389439783,27.0,,1.3,Supérieur,,Femme,Appartement,Sud
48.0,11.888528422724455,22.0,37.3,9.6,Secondaire,,Femme,Appartement,Ouest
63.0,10.0,,28.2,23.2,Secondaire,,Femme,Appartement,Sud
47.0,64.609976605275,41.0,4.9,0.9,Primaire,Moyen,Homme,Maison,Sud
75.0,99.70063951993058,41.0,26.9,,Supérieur,Bon,,Maison,
,44.38051030798562,32.0,10.7,7.1,Supérieur,,Homme,Maison,Sud
24.0,43.18360815882981,,40.0,11.6,Secondaire,Moyen,Homme,Appartement,Sud
29.0,58.61548352395192,34.0,96.7,0.9,,Bon,Homme,Maison,Ouest
41.0,34.034071833097826,20.0,70.1,20.6,Secondaire,Bon,Homme,Appartement,Ouest
27.0,10.0,34.0,71.0,0.4,Primaire,Bon,Femme,Appartement,Nord
30.0,70.74528778551372,37.0,,19.5,Secondaire,Moyen,,,Est
47.0,37.73635743196341,38.0,81.3,0.3,Primaire,Moyen,Femme,Appartement,Est
25.0,71.00235731642742,38.0,90.9,1.7,Supérieur,Moyen,Homme,Maison,Est
,34.780264193786394,33.0,96.2,16.1,Primaire,Moyen,Femme,,Est
35.0,52.435582549210764,32.0,10.8,19.7,Supérieur,Moyen,,Maison,Ouest
36.0,67.09663894977389,37.0,88.1,40.3,,Bon,Homme,Maison,Nord
52.0,71.40701902143743,23.0,23.3,1.2,Primaire,Mauvais,Femme,Studio,Sud
29.0,54.65977334962848,20.0,40.3,7.5,Secondaire,Moyen,Homme,Studio,Ouest
31.0,53.664781915979994,40.0,35.2,0.8,Supérieur,,Homme,,Ouest
46.0,62.39412360358223,41.0,67.8,1.7,Supérieur,Mauvais,Homme,Appartement,Sud
49.0,59.28339068788304,,60.2,,Primaire,Moyen,Femme,Appartement,Est
57.0,24.176389316573736,37.0,11.8,0.7,Secondaire,Bon,Femme,Maison,
45.0,24.55835291392316,28.0,78.5,22.3,Supérieur,Bon,,Appartement,Ouest
41.0,10.0,20.0,44.5,1.4,Supérieur,Moyen,Homme,Appartement,Est
46.0,,31.0,1.2,9.9,Supérieur,,Homme,Appartement,Nord
36.0,42.08540452578,44.0,42.0,9.8,Primaire,Bon,Homme,Appartement,Est
36.0,66.40394490752604,54.0,52.1,2.2,Supérieur,Mauvais,Femme,Maison,Est
18.0,58.07421146908982,40.0,,64.4,Secondaire,Mauvais,Femme,Maison,Sud
,29.95146636858061,27.0,16.0,4.3,Secondaire,Moyen,Femme,Maison,Ouest
42.0,47.59555132930442,31.0,99.4,23.5,Primaire,Moyen,Femme,Appartement,Nord
49.0,40.90355896671816,31.0,87.2,29.6,Primaire,Bon,Femme,Appartement,Sud
18.0,37.81553039472875,35.0,14.2,29.8,Secondaire,Bon,Femme,Maison,Est
39.0,68.30574650986563,51.0,58.5,14.0,Primaire,Moyen,Femme,Studio,Ouest
29.0,,51.0,38.5,2.9,,Moyen,Femme,Appartement,Nord
58.0,72.32407283487096,38.0,54.8,1.3,Supérieur,Moyen,Homme,Maison,Est
,,41.0,47.6,8.4,Supérieur,Moyen,Homme,Appartement,Nord
42.0,75.19015519912249,32.0,5.8,4.5,Primaire,Bon,Femme,Appartement,Ouest
34.0,84.25805300621607,22.0,32.2,17.8,Primaire,Moyen,Femme,Appartement,Nord
44.0,22.152584353794058,57.0,13.4,13.7,Secondaire,Moyen,Femme,Maison,Est
28.0,74.49709522725061,20.0,49.4,3.2,Primaire,Moyen,Femme,Maison,Est
38.0,65.3936403748641,21.0,90.8,0.2,Primaire,Moyen,Femme,,Nord
33.0,73.76238113312999,57.0,99.6,2.7,Secondaire,,Homme,Maison,Nord
67.0,66.26574912033801,40.0,,,Secondaire,Moyen,Homme,Appartement,Sud
57.0,45.44541984931718,28.0,98.6,0.8,Supérieur,Bon,Femme,Appartement,Ouest
52.0,90.65741288365534,46.0,2.5,10.7,Supérieur,Moyen,Femme,Appartement,Sud
22.0,56.791972171642975,47.0,,11.1,Supérieur,Moyen,Homme,Maison,
50.0,41.31345958611493,26.0,28.0,1.9,Primaire,Bon,Femme,,Nord
42.0,60.119560300807485,34.0,86.7,9.1,Supérieur,Bon,Homme,Appartement,Nord
54.0,69.4479180345572,48.0,81.6,9.3,Secondaire,Moyen,Homme,,Ouest
43.0,51.89522151723992,31.0,42.9,6.5,Secondaire,Moyen,,Maison,Est
39.0,57.86272767044451,42.0,47.9,30.6,Supérieur,Bon,Femme,,Ouest
42.0,51.76734164207303,54.0,27.2,1.1,Supérieur,Mauvais,Femme,Maison,
18.0,36.79848533798713,20.0,29.6,,Secondaire,Bon,Homme,Maison,Ouest
30.0,33.56351082744458,36.0,98.1,21.4,Primaire,Mauvais,,Appartement,
44.0,21.943674268568255,42.0,89.0,4.9,Supérieur,Bon,Femme,Studio,Nord
53.0,80.3604006809349,22.0,20.0,5.5,Supérieur,Mauvais,Femme,Appartement,
33.0,45.53165503740678,,28.3,11.0,Primaire,Bon,Femme,Appartement,Ouest
39.0,,50.0,,11.0,Primaire,Mauvais,Femme,Maison,Sud
20.0,57.93066158559018,32.0,98.9,0.2,Primaire,Moyen,Femme,Maison,Est
57.0,57.516542090146054,25.0,90.8,6.1,Primaire,Mauvais,,,Ouest
,12.66864634339209,,55.7,,Secondaire,Moyen,Homme,Studio,Est
47.0,33.35207583333475,44.0,,9.9,Primaire,Bon,Homme,Maison,
44.0,,39.0,75.0,8.1,Supérieur,,Femme,Appartement,Sud
58.0,35.15464618415447,39.0,,10.5,Supérieur,Moyen,,Appartement,Nord
30.0,74.2555172340714,50.0,93.5,10.6,Secondaire,Moyen,Homme,Appartement,Sud
29.0,47.02244903866327,42.0,53.1,2.9,,Mauvais,Homme,Studio,
52.0,41.45530230367698,46.0,,2.8,Secondaire,Mauvais,,Maison,Nord
,72.44779884441186,33.0,40.3,4.6,Primaire,Mauvais,Homme,Maison,
,59.906954903674105,20.0,60.6,2.8,Primaire,Moyen,Femme,Maison,Ouest
,15.180434840469019,46.0,35.9,11.5,Secondaire,Bon,Femme,Maison,
,37.66752721664194,51.0,70.2,9.2,Supérieur,Bon,Femme,Maison,Sud
44.0,56.43924174267892,37.0,88.3,2.4,Supérieur,Bon,Femme,Appartement,Ouest
49.0,31.322197319759336,48.0,77.4,21.6,Supérieur,Moyen,Femme,Maison,Est
26.0,90.59109576842263,36.0,64.6,6.2,Secondaire,Bon,Homme,Maison,Ouest
,52.25757527305167,39.0,51.7,,Supérieur,Moyen,Femme,Studio,Ouest
22.0,34.9324732084495,57.0,,2.4,Secondaire,Moyen,Homme,Maison,Ouest
,27.54112713327901,37.0,46.0,7.8,Primaire,Moyen,Femme,Appartement,Nord
48.0,68.55055176071406,36.0,30.0,4.1,Secondaire,Mauvais,Homme,Appartement,
57.0,37.04276126012086,21.0,93.5,19.1,Supérieur,,Femme,Appartement,Est
36.0,57.598483565834144,46.0,90.8,6.8,Primaire,Mauvais,Femme,Maison,Sud
33.0,26.96961286251134,32.0,16.4,24.7,Primaire,Bon,,Appartement,Sud
60.0,51.40395583049006,41.0,82.4,1.1,Primaire,Moyen,Homme,Maison,Nord
37.0,37.28228204233078,36.0,70.6,11.0,Primaire,Mauvais,Femme,Maison,Ouest
39.0,43.69211173049892,35.0,97.5,21.7,Primaire,,Femme,Appartement,Ouest
60.0,34.07438399229086,38.0,46.9,,,Moyen,Homme,Maison,Est
35.0,70.51252555616541,39.0,,,Supérieur,Bon,Femme,Appartement,Est
32.0,40.17992049751348,51.0,52.3,6.1,Supérieur,Moyen,Femme,,Nord
49.0,47.13085610160596,55.0,,32.5,Supérieur,,,,Ouest
31.0,48.09715438402512,46.0,,10.0,,Mauvais,Homme,Maison,Nord
38.0,82.24540243267256,52.0,13.1,,Primaire,Moyen,Homme,Studio,Sud
24.0,,,30.3,11.1,Primaire,Mauvais,Homme,Maison,Ouest
42.0,65.81361516555918,44.0,26.7,0.4,Supérieur,Bon,Femme,Appartement,Est
40.0,18.442267539473967,54.0,73.1,5.9,Primaire,Mauvais,Femme,Appartement,Est
51.0,36.87215224794922,26.0,71.9,0.8,Secondaire,Moyen,Femme,Maison,Nord
50.0,73.77237431657831,33.0,97.2,3.8,Primaire,Moyen,Femme,Appartement,Sud
46.0,26.581383691567005,,,17.2,Primaire,Moyen,Femme,,Est
44.0,51.68027096243459,36.0,93.9,10.7,,Moyen,Femme,Appartement,Nord
,28.69476991478422,,61.7,54.2,Supérieur,Bon,Homme,Appartement,
47.0,,,50.0,1.9,Primaire,Mauvais,Homme,Appartement,Sud
26.0,83.61571305728407,45.0,67.1,5.1,Primaire,Moyen,Femme,Maison,Sud
18.0,64.38541283152777,34.0,,16.6,Secondaire,Bon,Femme,,Sud
53.0,69.66280455589174,36.0,18.0,2.4,Secondaire,Moyen,Homme,Appartement,Sud
48.0,65.67482960327558,42.0,75.4,1.7,Secondaire,Mauvais,Homme,Maison,Est
,47.21423275540995,56.0,72.8,5.6,,Moyen,Homme,,Nord
52.0,36.16806584192206,32.0,99.8,4.8,Secondaire,Bon,Femme,,Nord
31.0,41.95819481165014,39.0,91.3,39.2,Primaire,Moyen,,Appartement,Ouest
31.0,46.16347091226507,29.0,68.8,6.1,Secondaire,Mauvais,Homme,Appartement,Sud
29.0,85.52572138655833,,71.5,19.7,Secondaire,,Homme,,Sud
46.0,23.272871379409406,29.0,94.7,21.9,Supérieur,Mauvais,Femme,Appartement,Sud
21.0,,42.0,96.8,1.7,Supérieur,Mauvais,Homme,Appartement,Nord
30.0,31.74073267389235,44.0,82.9,12.6,Supérieur,Moyen,Homme,Appartement,Nord
43.0,,46.0,77.0,3.3,,Moyen,,Maison,Est
25.0,87.07576518678194,32.0,12.0,,Primaire,Bon,Homme,Appartement,Sud
,56.17572719652792,45.0,83.2,20.8,Supérieur,Bon,Femme,Maison,Sud
18.0,57.820316696871686,,26.1,3.5,Secondaire,Moyen,,Studio,Nord
,51.82641846083871,39.0,56.8,4.2,Supérieur,Bon,Femme,,Nord
31.0,58.7495797856225,27.0,41.1,3.9,Supérieur,Moyen,,Maison,Sud
26.0,65.46310324715255,41.0,35.2,2.2,Secondaire,Moyen,Homme,Studio,Sud
24.0,58.512810257736426,,31.7,5.7,,,Femme,Maison,Ouest
34.0,59.97668656556589,41.0,85.7,5.6,Secondaire,Mauvais,Femme,Appartement,
21.0,65.5082872698775,44.0,77.1,5.3,Primaire,,Homme,Maison,Ouest
63.0,14.434437974898657,46.0,52.8,24.8,Secondaire,Moyen,Femme,Appartement,Ouest
18.0,50.04017860291451,29.0,66.8,4.2,Secondaire,Bon,Homme,Appartement,Est
34.0,56.10418084169035,37.0,98.5,0.3,Primaire,Mauvais,Femme,Maison,Est
,58.32296361038583,45.0,,,Secondaire,,Femme,Maison,
30.0,46.58227476432093,,55.6,,Secondaire,,Femme,Maison,Sud
42.0,53.21502999594304,49.0,53.8,8.9,Supérieur,Moyen,Femme,Maison,Sud
30.0,35.60187190638465,40.0,,,Supérieur,Moyen,Femme,Appartement,Nord
58.0,14.503105286045404,20.0,35.8,11.9,Primaire,Mauvais,Femme,Appartement,Est
26.0,,48.0,98.6,2.2,Supérieur,Bon,Femme,Maison,Nord
18.0,27.312567933609934,38.0,31.2,1.3,Secondaire,Mauvais,Homme,Maison,Ouest
24.0,46.79092273772476,22.0,11.8,7.4,,,Homme,Appartement,Sud
44.0,35.01740734195989,37.0,19.9,10.9,Supérieur,Moyen,Homme,Appartement,Ouest
38.0,81.74018559752159,27.0,43.2,1.8,Primaire,Moyen,Homme,,Nord
49.0,48.4071057098257,47.0,65.3,9.2,Secondaire,Bon,Homme,Maison,
46.0,43.79087074235868,39.0,52.2,20.0,Secondaire,Mauvais,,Appartement,Est
,64.95731737451965,30.0,38.3,13.0,,Bon,Femme,Appartement,Sud
34.0,93.12948335216373,48.0,56.6,10.9,,Moyen,,Maison,Ouest
35.0,58.11379054116177,44.0,,15.6,Supérieur,Moyen,Homme,Appartement,
62.0,,37.0,84.1,1.1,Primaire,Bon,Femme,Appartement,Nord
48.0,,27.0,72.9,,,Moyen,Femme,Studio,Ouest
62.0,18.54641862836869,31.0,95.3,0.4,,Bon,Homme,Maison,Sud
50.0,50.92858520128794,31.0,59.4,1.6,Secondaire,Mauvais,Femme,Appartement,Nord
39.0,89.87915309912825,47.0,1.8,24.4,Secondaire,Bon,Homme,Maison,Sud
27.0,,23.0,29.8,2.5,Secondaire,Bon,Femme,Appartement,Est
42.0,52.15555312315297,39.0,33.5,10.8,,Bon,Homme,Maison,Est
39.0,50.41273080715011,37.0,55.2,,Primaire,Bon,Femme,Appartement,Est
38.0,42.090474391476015,,90.6,10.4,Primaire,Moyen,Femme,Maison,Est
37.0,56.28981344729741,42.0,84.0,8.1,Supérieur,Moyen,Femme,Appartement,Nord
18.0,,45.0,24.0,6.7,Supérieur,Bon,Femme,Appartement,Sud
,43.3635989501845,34.0,52.4,5.4,Supérieur,Moyen,Femme,Maison,Est
,10.0,27.0,66.3,24.9,Supérieur,Moyen,Homme,Maison,Est
23.0,59.31235010557508,36.0,98.8,,Primaire,Mauvais,Homme,Maison,Nord
45.0,92.66252153040207,47.0,4.1,0.5,Secondaire,Moyen,Homme,Maison,Sud
29.0,42.47477183887739,47.0,46.9,,Supérieur,Moyen,Homme,Appartement,Ouest
,20.576732344867928,35.0,98.8,4.0,Supérieur,Bon,Femme,Maison,Ouest
50.0,63.54825969464959,31.0,97.7,5.2,Primaire,Moyen,Femme,Maison,Est
52.0,84.87664528368006,29.0,33.7,61.4,Secondaire,,Homme,Appartement,Nord
38.0,60.58747139430471,38.0,1.0,,Primaire,Moyen,Femme,Maison,Est
35.0,84.4940010833302,41.0,59.1,21.0,Primaire,,Homme,Maison,Nord
32.0,65.87337091251426,54.0,86.8,4.6,Secondaire,,Homme,Studio,Est
31.0,64.13701971355385,41.0,33.1,2.7,Supérieur,Bon,Femme,Maison,Est
39.0,,,93.5,14.6,Secondaire,Moyen,Homme,Maison,Sud
37.0,55.70813781506434,32.0,33.9,16.5,Secondaire,Bon,Homme,Maison,Nord
,,40.0,61.4,8.0,Secondaire,Bon,Femme,Appartement,Est
26.0,,41.0,72.5,22.6,,,Femme,Studio,Ouest
38.0,44.92269744097865,38.0,35.2,34.2,Primaire,Bon,Femme,Appartement,Est
34.0,54.51226934917108,39.0,35.9,6.4,Secondaire,Moyen,Homme,Appartement,Est
